core ring ,core ring ,core ring change ,16:40,17:00,0.33,B/D,Mechanical,,corering from coreloader came out,coreloader changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTT ,PTT ,PTT rope change,22:00,23:16,1.27,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extractor ,extractor ,extractor stopper plate welding ,23:20,23:50,0.50,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering out ,21:25,21:47,0.37,B/D,Mechanical,,metal fly from coreloader ,coreloader housing mounting locknut changed as it broked ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ring ,core ring ,core ring change ,17:58,18:04,0.10,B/D,Mechanical,,corering came out from coreloader,coreloader changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering check,21:50,22:45,0.92,B/D,Mechanical,,no record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader prob,0:20,1:50,1.50,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ring ,core ring ,core ring change ,3:15,3:25,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCM,CCM,Spigot metal guard welding,6:00,6:31,0.52,B/D,Mechanical,,Boggie spt chute fell off,spt chute fitted after cleaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,trough limit prob & flow controle valve change,18:25,19:05,0.67,B/D,Mechanical,,diabola striker broked and trough pressing airline regulator was not working,diabola striker welded and regulator serviced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,B side trough pressing roller change,23:45,0:40,0.92,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabola ,diabola ,diabola trolley derailed,7:20,8:20,1.00,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,skt side water leakage ,7:54,8:37,0.72,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uli tube,Uli tube,dry powder uli jam ,22:49,2:09,3.33,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering prob ,21:30,21:40,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,trough shifting prob ,9:40,10:00,0.33,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extractor ,extractor ,extractor stopper plate welding ,5:33,5:42,0.15,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,water leakage from spt side ,20:30,20:48,0.30,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,Mould change due to mould vibration,21:23,23:10,1.78,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag gate ,flag gate ,skt side flag gate prob ,17:35,18:25,0.83,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCM,CCM,c/b prob,0:06,0:50,0.73,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCM,CCM,c/b prob,4:26,5:20,0.90,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCM,CCM,c/b prob,5:45,6:00,0.25,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabola ,diabola ,hydrulic oil leakage from diabola,23:10,23:55,0.75,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ring ,core ring ,core ring change ,2:03,2:22,0.32,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extractor ,extractor ,extractor stopper arm broken,6:18,7:30,1.20,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extractor ,extractor ,extractor stopper broken,8:40,9:02,0.37,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,Trough alignment ,21:15,22:20,1.08,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,trough centering done,2:50,4:30,1.67,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sector ladle ,sector ladle ,sector ladle not up,11:25,11:42,0.28,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering change,22:50,23:10,0.33,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering check,6:00,6:35,0.58,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,A side trough pressing roller change,22:52,23:10,0.30,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCM,CCM,m/c under mechanical due to drawn pipe remove ,8:40,13:40,5.00,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,b side trough tilting cylinder hose pipe change ,0:05,0:35,0.50,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core loader,core loader,core loader wheel change,17:45,17:55,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,A side trough pressing roller change,8:50,9:00,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,c/b prob,11:10,11:26,0.27,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,c/b prob,12:15,13:10,0.92,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ring ,core ring ,core ring change ,13:49,14:35,0.77,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCM,CCM,m/c down before skt filling ,18:56,19:07,0.18,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTT,PTT,PTT striker welding ,15:10,15:15,0.08,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,A side trough joint area welding,6:25,7:15,0.83,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,mould vibration ,7:50,8:50,1.00,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering check,23:58,0:06,0.13,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag gate ,flag gate ,flag gate movement prob,19:20,23:20,4.00,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag gate ,flag gate ,flag gate movement prob,0:45,2:40,1.92,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader prob,20:00,20:50,0.83,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader prob,21:00,23:20,2.33,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uli tube,Uli tube,dry uli tube change ,4:35,6:00,1.42,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core,core,core wheel assembly change ,5:02,5:26,0.40,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,water leakage from spt side ,9:42,9:47,0.08,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seal,seal,spt seal change,12:10,12:35,0.42,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fallchute,fallchute,A side fallchute guide stopper broken,14:15,15:15,1.00,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader change ,4:46,5:10,0.40,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,A side trough supporting roller change ,15:45,16:11,0.43,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,B side trough supporting roller change ,0:20,0:25,0.08,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,B side trough supporting roller change ,1:05,1:24,0.32,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,B side trough supporting roller change ,3:55,4:49,0.90,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering check,10:20,10:30,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ,core ,core wheel assembly change ,5:05,5:25,0.33,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ,core ,core wheel assembly change ,4:46,5:10,0.40,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ring ,core ring ,core ring centering change ,11:37,11:49,0.20,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader cylinder bush change  ,16:20,17:15,0.92,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,water leakage from spt side ,9:40,9:45,0.08,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seal,seal,water leakage from spt side ,10:15,10:45,0.50,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader compressure adjust,19:45,20:00,0.25,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTT,PTT,PTT movement prob ,19:45,20:25,0.67,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extractor ,extractor ,extractor jaw clossing prob ,10:40,11:10,0.50,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ring ,core ring ,core ring change ,14:15,15:00,0.75,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader change ,2:27,2:41,0.23,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering prob ,3:07,3:40,0.55,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTC ,MTC ,MTC bracket prob,14:37,14:51,0.23,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTC ,MTC ,MTC bracket broken,14:53,6:00,15.12,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,water leakage from spt side ,6:45,6:50,0.08,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seal,seal,spt seal change,8:20,8:55,0.58,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seal,seal,spt seal change,9:58,10:20,0.37,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,trough shifting prob ,1:56,2:29,0.55,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,mould rotation prob,0:33,3:00,2.45,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTC ,MTC ,MTC bracket broken,6:00,11:00,5.00,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extractor ,extractor ,extractor jaw clossing prob ,5:15,5:52,0.62,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uli tube,Uli tube,dry uli tube change ,23:52,23:56,0.07,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,b side hose pipe damage ,1:10,1:16,0.10,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seal,seal,spt seal change,1:25,2:10,0.75,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seal,seal,spt side dummy seal fixing ,3:40,3:47,0.12,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,hydrulic oil leakage from trough tilting cylinder,7:00,8:35,1.58,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,trough tilting hose tight ,13:40,13:50,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough , A side trough tilting side hydrulic oil leakage ,21:40,23:15,1.58,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,trough shifting lock pin welding ,6:42,7:45,1.05,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering check,8:42,8:48,0.10,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ring ,core ring ,core ring  change ,6:00,7:43,1.72,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ring ,core ring ,core ring  change ,11:40,12:15,0.58,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering check,8:58,9:08,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,core loader wheel change,15:56,16:22,0.43,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,b side trough tilting prob ,17:00,18:15,1.25,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extractor ,extractor ,extractor centering out,2:20,3:20,1.00,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCM,CCM,under mechanical,11:00,19:40,8.67,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag gate ,flag gate ,flag gate prob,19:40,19:55,0.25,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extractor ,extractor ,extractor centering change,3:15,3:37,0.37,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader broken,4:57,5:15,0.30,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader prob,22:50,23:30,0.67,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,skt side nut change ,19:35,20:00,0.42,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ring ,core ring ,core ring change ,5:00,6:00,1.00,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,water leakage from spt side ,6:00,6:53,0.88,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,Mould sleeve open out ,14:15,17:35,3.33,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,mould change due to thickness variation,23:50,0:50,1.00,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,mould change due to thickness variation,5:30,6:00,0.50,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core ring ,core ring ,core ring change ,6:00,7:10,1.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scrap trolley ,scrap trolley ,scrap trolley rope change ,5:10,5:45,0.58,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag gate ,flag gate ,flag gate stand welding,6:30,7:00,0.50,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,trough shifting prob ,23:36,23:48,0.20,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,A side trough pressing roller change,15:50,16:55,1.08,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,B side trough pressing roller change,23:00,23:35,0.58,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTT,PTT,PTT b/d,15:25,15:35,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,water leakage from spt side ,16:00,16:20,0.33,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTT,PTT,PTT rope change,3:50,4:00,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extractor ,extractor ,extractor jaw clossing prob ,12:55,13:39,0.73,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,A side trough hose change,17:12,17:18,0.10,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,trough allignment ,4:10,5:30,1.33,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uli tube,Uli tube,dry uli dropping prob,8:26,8:42,0.27,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,B side trough alignment & B side trough pressing roller change,15:40,16:50,1.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fallchute,fallchute,fallchute nut & bolt tight,17:05,17:45,0.67,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Core loader,Core loader,Core loader housing change,10:47,10:53,0.10,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTC,MTC,MTC change,21:10,21:22,0.20,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trough ,Trough ,trough shifting prob ,6:35,7:06,0.52,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fallchute,fallchute,fallchute metal guard plate cover plate welding,16:26,16:44,0.30,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Core loader,Core loader,Core loader centering done ,23:20,23:30,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabola,diabola,diabola shifting prob,10:25,10:34,0.15,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader spring broken,7:22,7:29,0.12,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seal,seal,spt side water leakage,12:45,13:05,0.33,B/D,diabola cylinder  ,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Structure Specific (Bolt Open Out)
flag gate ,flag gate ,hydrulic oil leakage from flaggate ,15:35,15:48,0.22,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTC,MTC,MTC gland packing change,21:30,22:26,0.93,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader/extractor,Core loader/extractor,Core loader & extractor centering done ,10:30,11:21,0.85,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTC,MTC,MTC gland packing change,0:05,0:39,0.57,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trolley,trolley,trolley b/d,20:35,20:50,0.25,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
extractor ,extractor ,extractor centering change,6:00,6:45,0.75,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trough ,trough ,A side trough tilting cylinder prob ,20:47,0:15,3.47,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core loader,Core loader,Core loader centering out ,6:20,7:05,0.75,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uli tube ,Uli tube ,dry uil dropping prob ,2:10,2:45,0.58,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptt,ptt,ptt rope change ,0:45,0:57,0.20,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uli tube ,Uli tube ,dry uil dropping prob ,8:25,10:50,2.42,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCM,CCM,pipe stoper pin open out ,1:20,1:30,0.17,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTC,MTC,MTC gland tight,15:35,16:00,0.42,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptt,ptt,ptt rope change ,8:45,9:15,0.50,B/D,trough tilting prob,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
trough ,trough ,A side trough supporting roller change ,22:30,22:45,0.25,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extractor ,Extractor ,Extractor jaw pressure prob,6:41,6:44,0.05,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mould,Mould,mould change due to core brust prob,14:40,16:18,1.63,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trough ,trough ,B side trough pressing roller change ,5:24,5:32,0.13,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCM,CCM,casting time variation,9:13,10:19,1.10,B/D,cam roller ,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
MTC,MTC,mtc gland packing change ,17:15,18:15,1.00,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roller,roller ,camp roller change,12:00,13:40,1.67,B/D,Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
